name
ciliegolo
가르가네가garganega
가르나차 네그라garnacha negra
가르나차 네그라garnatxa negra
가르나차 블랑카garnacha blanca
가르나차 비앙카garnatxa blanca
가르나차 틴토레라garnacha tintorera
가르나차 펠루다garnatxa peluda
가르나차garnacha
가르나차garnatxa
가마렛gamaret
가메이gamay
게뷔르츠트라미너gewurztraminer
겔버 뮈스카텔러gelber muskateller
고구마sweet potato
고데요godello
고룰리 므츠바네goruli mtsvane
고바이오gouveio
그라시아노graciano
그라우부르군더grauburgunder
그랜드 누아grand noir
그레카니코 도라토grecanico dorato
그레케토 비앙코grechetto bianco
그레코 비앙코greco bianco
그로 만생gros manseng
그로 쁠랑gros plant
그로펠로groppello
그롤로 그리grolleau gris
그롤로 누아grolleau noir
그뤼너 벨트리너gruner veltliner
그르나슈 그리grenache gris
그르나슈 누아grenache noir
그르나슈 블랑grenache blanc
그르나슈grenache
그리뇰리노grignolino
그린겟gringet
그릴로grillo
글레라glera
기타 품종other grapes
기타etc
길리오포gaglioppo
까리나노carignano
까리냥 블랑carignan blanc
까리냥carignan carignane
까리네나carinena
꼬cot
나세타nascetta
나스코nasco
네그라라negrara
네그레토 론가네시negretto longanesi
네그레트negrette
네그로아마로negroamaro
네렐로 마스칼레제nerello mascalese
네렐로 카푸치오nerello cappuccio
네렐로nerello
네로 다볼라nero d avola
네로 디 트로이아nero di troia
네비올로nebbiolo
노이부르거neuburger
노지올라nosiola
누라구스nuragus
닐루치오nielluccio
데비나debina
도나 블랑카dona blanca
돈젤리노 브랑코donzelinho branco
돈펠더dornfelder
돌체토dolcetto
두라스duras
두렐라durella
딘다렐라dindarella
따나tannat
라그레인lagrein
라도lado
라라 네그라rara negra
라보 데 오벨라rabo de ovelha
라보소raboso
라비가토rabigato
라스키 리슬링laski rizling
라크리마lacrima
람브루스코 그라스파로사lambrusco grasparossa
람브루스코 디 소르바라lambrusco di sorbara
람브루스코 마라니lambrusco marani
람브루스코 마에스트리lambrusco maestri
람브루스코 살라미노lambrusco salamino
람브루스코lambrusco
레보rebo
레불라rebula
레포스코 달 페둔콜로refosco dal peduncolo
레포스코refosco
렌스키 리슬링renski rizling
로디티스roditis
로모랑땅romorantin
로시뇰라rossignola
로우레이라loureira
로우레이루loureiro
로제lauzet
로터 벨트리너roter veltliner
론가네시longanesi
론도rondo
론디넬라rondinella
롤rolle
루메니 머스캣rumeni muskat
루비 카베르네ruby cabernet
루산느roussanne
루쉐ruche
루앙 드 뢰이loin de l oeil
루피로roupeiro
르카치텔리rkatsiteli
리무니아limnio
리바너rivaner
리볼라 지알라ribolla gialla
리스탄 네그로listan negro
리슬링 실바너riesling sylvaner
리슬링riesling
리즐링rizling
마르산느marsanne
마르셀란marselan
마르제미노marzemino
마리아 고메즈maria gomes
마몰로mammolo
마브루드mavrud
마주엘로mazuelo
마카베오macabeo
마타로mataro
마투라나 블랑카maturana blanca
마투라나 틴타maturana tinta
만조니 모스카토manzoni moscato
만토니코 비앙코mantonico bianco
말라가malaga
말라구지아malagousia malagouzia
말바시아 네라malvasia nera
말바시아 델 라치오malvasia del lazio
말바시아 디 칸디다malvasia di candida
말바시아 디 칸디아 아로마티카malvasia di candia aromatica
말바시아 디 칸디아malvasia di candia
말바시아 비앙카malvasia bianca
말바시아 이스트리아나malvasia istriana
말바시아 푼티나타malvasia puntinata
말바시아 피나malvasia fina
말바시아malvasia
말바지아 네라 디 리체malvasia nera di lecce
말바지아 비앙카 루가malvasia bianca luga
말벡malbec
말보 젠틸malbo gentile
말보이지malvoisie
머스캣 오토넬리muscat otoneli
메로네라 틴타melonera tinta
메르세게라merseguera
메를로 블랑merlot blanc
메를로merlot
멘시아mencia
모나스트렐monastrell
모니카monica
모레토moreto
모릴론morillon
모스까뗄 데 알레한드리아moscatel del alejandria
모스카텔 드 세투발moscatel de setubal
모스카텔moscatel
모스카토 네로moscato nero
모스카토 로사moscato rosa
모스카토 비앙코moscato bianco
모스카토 지알로moscato giallo
모스카토moscato
모스코필레로moschofilero
모작mauzac
몬테풀치아노montepulciano
몰리나라molinara
몽두즈 누아mondeuse noire
몽두즈 블랑슈mondeuse blanche
무르베드르mourvedre
무주레툴리mujuretuli
뮈스까 까넬리muscat canelli
